,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
21,Data Scientist,"JOB DESCRIPTION – Data Scientist
LTI (NSE: LTI) is a global technology consulting and digital solutions company helping more than 300 clients succeed in a converging world. With operations in 30 countries, we go the extra mile for our clients and accelerate their digital transformation with LTI’s Mosaic platform enabling their mobile, social, analytics, IoT and cloud journeys

Social Report:

LTI Wins the 2018 Stevie® Awards for Great Employers in Two Categories

LTI Recognized as the Winner of 2018 Microsoft App Innovation Award

TM 2019"">LTI Tops ITS Challengers List for the second consecutive year in Everest Group’s PEAK Matrix IT Service Provider of the Year 2019
Your Role

Data Scientist
Your Team
Your day at work will be like (Roles & Responsibilities)
Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Applies intellectual curiosity and deep analytical thinking to mine large data sets for hidden gems of insight and correlation.
Design and implement high performance, accurate, scalable and robust analytical models in support of product and project objectives
Evolve the approach for the application of machine learning/deep learning to existing program and project disciplines
Collaborate with engineering team to bring analytical prototypes to production
Work experience in TAX domain is plus
Generate actionable insights for business improvements
Lead development and implementation of scalable algorithmic solutions for real-time operations and information flow systems
Ensure advanced agile standards are maintained in research, development, QA, and implementation phases
Ensure excellence in delivery to internal and external customers
Help establish standards in machine learning and statistical analysis to ensure consistency in quality across projects and teams and identify relevant process efficiencies

This job might be for you if you have the following skills (Skills, Experience)

Required Skills & Competencies
Advanced level proficiency with statistical, machine learning modelling techniques such as regression, decision trees, neural networks, support vector machines, supervised/unsupervised clustering techniques, experimental test design, etc.
Expert theoretical knowledge of machine learning modelling techniques and advanced applied skills in developing predictive targeting models within distributed computing platforms such as Hadoop, AWS, Azure, GCP using one or more tools like Spark, Scala, SAS, R, Python, Bayesian, H2O, Storm, Yarn, Kafka
Must have experience in statistical programming in R, Python, TensorFlow. SAS/SPSS/MATLAB are plus
Experience in Text Analytics
Experience working in a Unix/Linux environment for automating processes with shell scripting
Superior analytical skill combined with business discipline. Ability to perform insightful and actionable quantitative and qualitative analysis of the business.
Strong verbal and written communication skills coupled with demonstrated prior leadership within large teams
SQL: Data Warehouse, Teradata SQL
Big Data: Azure Storage, experience in any one flavor – Cloudera/Hortonwork/MapR
Reporting: Power BI, Excel
Additional Qualifications
5 to 10 years of experience
Full Time Bachelor's / Master's degree in Statistics, Applied Mathematics or Computer Science
Extensive experience applying machine learning algorithms, predictive modeling, data mining, and statistical analysis to solve business problems..

You will stand out if you have the following

(Good to have)
Your Place of work

Shivajinagar, Pune

Job Segment:
Database, Scientific, Engineer, Warehouse, Developer, Engineering, Technology, Manufacturing",3.5,"LTI
3.5",Mumbai,"Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
22,Data Scientist,"COMPANY OVERVIEW
Tata Group is an Indian multinational conglomerate company headquartered in Mumbai, India. It encompasses seven business sectors: communications and information technology, engineering, materials, services, energy, consumer products and chemicals. Tata Group was founded in 1868 by Jamsetji Tata as a trading company. It has operations in more than 80 countries across six continents. Tata Group has over 100 operating companies with each of them operating independently.
Tata Sons is the promoter of all key Tata companies and holds the bulk of shareholding in these companies.

BACKGROUND The Tata companies together serve over million consumer and commercial customers today across several products and services. In order for the Tata companies to better understand customer and client needs and preferences, action life stages, needs, value, and potential, and enhance value and experience; the Tata companies need to develop robust data and information management capability and customer analytics. The vision is to eventually create the best in-house capability for data analytics amongst any large corporate. To achieve the above aims, it has been decided to establish an independent Tata company focused on building a common data analytics platform and help Tata Group companies. This company is being incubated in the initial phase as a division of Tata Industries and will subsequently be structured as a separate company to build Big Data Analytics and Data Science capabilities catering to but not limited to the ‘Consumer’ brands of the group.

Tata Insights and Quants – Journey to Date
Company: Tata - Insights and Quants – A Newly started division by Tata Industries.
http://www.livemint.com/Companies/PCgvCZILuJKV68UKVHZRJO/With-new-analytics-arm-Tata-aims-to-make-better-sense-of-da.html
Employer Brand: Tata iQ in 18 months of its inception was recognized in the list of Analytics India Magazine’s (AIM)
Top 10 most desirable Analytics Indian Firms to work for in 2016:
http://analyticsindiamag.com/top-10-analytics-firm-wish-worked-2016/
Generating Value for Customer: Fourteen Tata companies are partnering Tata Insights and Quants (Tata iQ), a Big Data firm, to analyse data collected from users, consumers and make sense of it to put changes in place http://www.livemint.com/Companies/5om8ebrv6p02jGCcRB3j3K/Tata-companies-use-Big-Data-to-craft-strategies.html https://cio.economictimes.indiatimes.com/news/strategy-and-management/how-ranjit-satyanath-plugs-into-it-to-power-up-croma-for-the-digital-era/65050926

Contributing to Community through big data:
In line with the Tata group’s philosophy of giving back more to the society than what it takes, Tata iQ, Tata group’s big data and decision Sciences Company.
Okhai partners with Tata iQ to deliver big impact through big data

Company : Tata Insights and Quants
Role : Data Scientist
Level : Analyst – Associate - Senior Associate
Role Type : Individual Contributor
Location : Mumbai | Bangalore | Jamshedpur | Kalinga Nagar – All Options open

Job Description The incumbent will be part of the Predictive Analytics, Digital Analytics, Data Sciences, Advanced Visualization, Insights & Experimentation team and will report to the Manager/Senior Manager. He/she will be an individual contributor working on multiple data sciences, advanced visualization and data management initiatives across multiple companies and industries leveraging traditional and big data. The incumbent will have the unique opportunity to witness the application of analytics across multiple industry verticals. Close partnership with business and the senior leadership of multiple Tata Companies will enable a clear understanding of the business perspectives and the application of analytics for solving real business problems.

Key Responsibilities:
Apply Data Mining/ Data Analysis methods using a variety of data tools, building and implementing models using algorithms and creating/ running simulations to drive optimisation and improvement across business functions
Assess accuracy of new data sources and data gathering techniques
Perform Exploratory Data Analysis, detailed analysis of business problems and technical environments in designing the solution
Apply Supervised, Unsupervised, Reinforcement Learning and Deep Learning algorithms
Apply advanced Machine Learning Algorithms and Statistics:
o Regression, Simulation, Scenario Analysis
o Time Series Modelling
o Classification - Logistic Regression, Decision Trees, SVM, KNN, Naive Bayes
o Clustering, K-Means
o Ensemble Models - Random Forest, Boosting, Bagging
o Neural Networks
Lead and manage Proof of Concepts and demonstrate the outcomes quickly
Document use cases, solutions and recommendations
Work analytically in a problem-solving environment
Work in a fast-paced agile development environment
Coordinate with different functional teams to implement models and monitor outcomes
Work with stakeholders throughout the organization to identify opportunities for leveraging organisation data and apply Predictive Modelling techniques to gain insights across business functions - Operations, Products, Sales, Marketing, HR and Finance teams
Help program and project managers in the design, planning and governance of implementing Data Science solutions
Experience and Skills:
2-7 years of professional working experience in Analytics
Experience in Retail, Financial Services and Manufacturing
Experience using statistical packages of R, Python and Spark ML to work with data and draw insights from large data sets
Experience with distributed data/ computing tools: Hadoop, Hive, Spark, Python
Experience with SQL
Experience visualizing/ presenting data for stakeholders using matplot, ggplot or Excel or Tableau
Excellent written and verbal communication skills for coordinating across teams
Education qualification:
Bachelors/ Masters in a quantitative discipline (Statistics, Econometrics, Mathematics, Engineering and Science)
Reach us on careers@tataiq.com",3.9,"Tata Insights and Quants
3.9",Mumbai,"Zug, Switzerland",10000+ employees,1980,Unknown,Architectural & Engineering Services,Business Services,Unknown / Non-Applicable
23,Data Scientist,"Positions in Pune, India.

PharmaACE is a growing Global Healthcare Consulting Firm, headquartered in Princeton, New Jersey. Our expert teams of Business Analysts, based across the US, Canada, Europe, and India, provide Analytics and Business Solutions using our worldwide delivery models for a wide range of clients. Our clients include established, multinational BioPharma leaders and innovators, as well as entrepreneurial firms on the cutting edge of science. We have deep expertise in Forecasting, Business Analytics, Competitive Intelligence, Sales Analytics, and the Analytics Center of Excellence Model. Our wealth of therapeutic area experience cuts across Oncology, Immuno-science, CNS, CV-Met, and Rare Diseases. We support our clients’ needs in Primary Care, Specialty Care, and Hospital business units, and we have managed portfolios in the Biologics space, Branded Pharmaceuticals, Generics, APIs, Diagnostics, and Packaging & Delivery Systems.

Brief introduction :
If you are keen to work on analytical database problem solving, then work in the area of advance data analytics to provide consulting to pharmaceutical clients

Designation name & Description :
As a Data Scientist, you are expected to develop and implement AI/ML techniques to help client business needs.

Advance data analytics team designs and implements analyses in SQL or Redshift or Python or excel based on patient level data or similar datasets to address business problems for our clients and engage with onshore team / client to help them understand the analysis and lead to data driven decision making.

Job Responsibilities:
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Managing available resources such as hardware, data, and personnel so that deadlines are met
Analyzing the AI/ML algorithms that could be used to solve a given problem and ranking them by their success probability
Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
Verifying data quality, and/or ensuring it via data cleaning
Supervising the data acquisition process if more data is needed
Finding available datasets online that could be used for training
Defining validation strategies
Defining the preprocessing or feature engineering to be done on a given dataset
Defining data augmentation pipelines
Training models and tuning their hyperparameters
Analyzing the errors of the model and designing strategies to overcome them
Knowledge on Deep learning techniques is added advantage
Deploying models to production

Qualifications :
Bachelor’s/Masters Degree
1-2 years of functionally related professional experience in software development is required
Having work experience in Pharma/Life sciences background is advantage
Experience of Data Science, Business Analytics, Predictive Analytics, NLP, Machine Learning and Cognitive Computing is required
Proficiency with Python and basic libraries for AI/ML
Expertise in visualizing and manipulating big datasets
Experience of programming languages Like R, Python, MySQL, NodeJS is required
Experience developing new applications within an agile environment preferred

Connect with PharmaACE in India on social media:
Follow PharmaACE on LinkedIn and Twitter for more job opportunities
Read our blogs for latest news and information from the Pharma world
To know more about us visit our website
Advanced Analytics Statistician – Consultant / Sr. Consultant
Data Scientist
Consultant / Senior Consultant
Consultant - Business Intelligence
Associate Consultant/ Consultant - Forecasting
Associate Consultant - Consultant Commercial Analytics
Analyst - Chart Audit
Associate Consultant /Consultant – Chart Audit
Associate Consultant(Epidemiologist)
Consultant/Senior Consultant- Forecasting
Consultant Forecasting (WFH)",3.8,"PharmaACE
3.8",Pune,"Princeton, NJ",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹100 to ₹500 million (INR)
24,Data Scientist,"Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
You will be responsible for researching, innovate and implementing state-of-the-art algorithms using deep learning, reinforcement learning techniques in Natural Language Processing task, Machine Reading Comprehension, Recognizing Textual Entailment, Document Classification, Text Analytics, Sentiment Analysis, recommendation engine, A/B testing and more.
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
research and innovation of state-of-the-art papers in NLP problems
Working with Backend Engineers to ship your models to production and publish research in top journals e.g.: NIPS, Arxiv and Nature
Skills and Qualifications
Proficiency in Python, R or Java and data science tools.
Experience in modern Deep Learning and Natural Language Processing / Natural Language Understanding (NLP, NLU), including Neural Networks, RNNs, seq2seq+attention models, and real world machine learning in TensorFlow.
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive or Pig.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience building production-ready NLP systems
Familiarity with non-standard machine intelligence models (Reinforcement Learning, Hierarchical Temporal Memory, Capsule Networks) is a plus
Familiarity with Distributed systems (Docker, Kubernetes, Kafka, Spark, Redis, AWS S3/EC2/RDS/KMS, MongoDB, or Lucene) is a plus
Proficient understanding of code versioning tools such as Git, Mercurial or SVN, continuous integration tool like Jenkins.
Bachelor’s degree or higher in a technical field of study
Job Location: Indore | Openings",4.6,"GenieTalk
4.6",Indore,"Mumbai, India",1 to 50 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
25,Data Scientist,"Eyeota is looking for an exceptional Data Scientist who is passionate about data and motivated to build large scale machine learning solutions to shine our data products. This person will be contributing to the analytics of data for insight discovery and development of machine learning pipeline to support modeling of terabytes of daily data for various use cases.

Qualifications:
2+ years relevant working experience
Master/Bachelors in computer science or engineering
Working knowledge of Python and SQL
Experience in time series data, data manipulation, analytics and visualization
Experience working with large-scale data
Proficiency of various ML algorithms for supervised and unsupervised learning
Experience working in Agile/Lean model
Experience with Java and Golang is a plus
Experience with BI toolkit such as Tableau, Superset, Quicksight, etc is a plus
Exposure to building large-scale ML models using one or more of modern tools and libraries such as AWS Sagemaker, Spark ML-Lib, Dask, Tensorflow, PyTorch, Keras, GCP ML Stack
Exposure to modern Big Data tech such as Cassandra/Scylla, Kafka, Ceph, Hadoop, Spark
Exposure to IAAS platforms such as AWS, GCP, Azure

About Eyeota

Eyeota provides a dynamic, fun workplace filled with passionate individuals. We are at the cutting edge of advertising technology and there is never a dull moment at work.

We have a truly global footprint, with our headquarters in Singapore and offices in Australia, United States, United Kingdom and India

At Eyeota you will gain work experience in a global startup. We speak over 20 different languages, from more than 16 different nationalities and over 42% of our staff are multilingual.

Eyeota is an Equal Opportunity Employer.

Powered by JazzHR

S6QaWf82ez",3.1,"Eyeota
3.1",Pune,"Singapore, Singapore",51 to 200 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
26,Assistant Manager - Data Scientist,"With a startup spirit and 90,000 curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
We are inviting applications for the role of Assistant Manager, Data Science
We're looking for a Data Scientist who would be responsible for building various offerings as requested by the clients on a regular basis. The individual must be an active contributor to the overall objective of the project.
Responsibilities
In this role, you will be responsible for all the following activities;
Execute results by Business Intelligence and Analysis, Designing, Testing, Migration, Production Support, and Implement automation.
Experience in Core statistical modeling, matching algorithms, with specific exposure to MIXED model techniques and forecasting methodologies. Knowledge of Machine Learning techniques, including decision tree learning, clustering, artificial neural networks, etc., and their pros and cons
Coordinate with various technical/functional teams to implement models and monitor results
Develop processes, techniques, and tools to analyze and supervise model performance while ensuring data accuracy
Use predictive models to improve customer experience, ad targeting, revenue generation, and more
Manage day-to-day delivery independently and in collaboration with clients on a variety of projects by acquiring project specifications, required clarifications, and eventually presenting results/findings to the clients.
Experience using and developing data architectures
Proficiency in Big data handling tools such as Python/R programming knowledge
Interpret written business requirements and technical specification documents.
Qualifications we seek in you
Minimum qualifications
Master’s / Graduation in Business Analytics
Preferred qualifications
Good Interpersonal Skills.
Must possess problem solving skills and be proactive in researching solutions.
Advanced Excel skills (i.e. complex formulas)
Good analytical and problem-solving skills
Experience in using charting/reporting and the visual display of data on advanced visualization tools like Tableau/Power BI / Qlik.
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",3.6,"Genpact
3.6",Bengaluru,"New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,₹100 to ₹500 billion (INR)
27,Data Scientist,"You will be designing and operationalize various kinds of descriptive, predictive and prescriptive analytics relevant in the planning space. While the analysis can happen in R, Python, Excel, SQL or o9’s tool, ensure the results are presented in a usable fashion for consumption in the o9 platform.

Who is o9?
Smart. Simple. Fun. All words to describe our environment at o9 Solutions. An exciting and high energy environment that drives us to grow and AIM 10x. The perfect place to be innovative, collaborative and dynamic as an organization. We’re always looking for great talent to join our o9 team.

Company Overview
o9 is the premier AI-powered platform for driving digital transformations of integrated planning and operations capabilities. We help enterprises to digitally transform their supply chain with a cloud-based platform that connects the supply chain end-to-end. Whether it is driving demand, aligning demand and supply, or managing P&L, any process can be made faster and smarter with o9’s AI-powered digital solutions.

Our headquarters is located in Dallas, and we currently have offices in Amsterdam, Barcelona, Bangalore, Tokyo, and Seoul. We expanded our value-adding activities to companies including Google, Nike, Walmart, Starbucks, Bridgestone, Caterpillar, Pirelli, General Electric, etc.

Job description:
What you will be doing:
Experience using statistical computer languages (R, Python, SQL, SAS, etc.) to manipulate data and draw insights from large data sets.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Exposure to distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in genetic algorithms, logistic and linear regression, PCA, decision tree analysis and statistical methods
Deep understanding of common business metrics and the ability to generate new ones as needed
Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
What you need:
4+ years of experience in implementing ML algorithms using R and/or Python, preferably in the planning domain. (Hiring for both junior and senior roles based on the relevant experience).
Ability to analyze problems by synthesizing complex information, evaluating alternate methods and articulating the result with the relevant assumptions/reasons
Knowledge of statistical and machine learning algorithms
Experience of applying analytics in the field of planning, using advanced ML algorithms like demand planning, market intelligence, optimal assortments/pricing/inventory levels, etc.
Experience in implementing planning applications will be a plus
Knowledge of SQL, experience with ETL tools like Informatica/SSIS will be a plus
Having an educational background in Operations Research/Industrial Engineering/Business Analytics will be a plus.

What you get:
Competitive compensation and benefits
Flexible working schedule
Extended possibilities to travel
Exposure to the biggest brands in the world
A very strong entrepreneurial culture
A great team to support you and you can support
Possibility to really make a difference in a scale-up environment
International working environment

o9 is an equal opportunity employer and seeks applicants of diverse backgrounds and hires without regard to race, colour, gender, religion, national origin, citizenship, age, sexual orientation or any other characteristic protected by law.",3.4,"o9 Solutions, Inc.
3.4",Bengaluru,"Dallas, TX",501 to 1000 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹5 to ₹10 billion (INR)
28,Data Scientist,"Our client is seeking a creative Data Scientist to explore unstructured data from diverse sources in order to extract insights that enable us to create new investment strategies. The candidate should demonstrate a wealth of experience in building models that required advanced machine learning and statistical analysis.

In this position, you will be a cornerstone member collaborating closely with our researchers and engineers to test research hypotheses and build forecasting models. You will play a key role in the global race for financial firms to adopt data-driven investment strategies and your research will have the potential to shape the nascent field of quantitative finance.

The company is looking for a deeply curious candidate who is expert at extracting signal out of flawed data to make valid inferences. You are fascinated and energized by cutting-edge, data-driven techniques increasingly utilized in the financial world. Excited to leverage your data science skills, you can imagine yourself thriving in the fast pace, highly experimental of a start-up.

What you’ll do
Modelling research hypotheses and assumptions of financial experts by pulling all the necessary data from disparate sources and designing and validating models that transform that data into actionable insights
Developing and testing the most predictive and robust statistical, machine learning, and deep learning methods to forecast factors, features, metrics, drivers, etc.
Tackle the challenges of featurizing and modelling large and unstructured data using machine learning and statistical techniques
Manage all aspects of the research and execution process including methodology selection, data collection and quality, modelling and analysis, and performance monitoring
Iterating quickly to test the additive impact of new data and research findings on alpha generation
Deliver research findings to investment teams, portfolio managers, and partners
What’s required:
Advanced degree in computer science, machine learning, applied mathematics, or another technical discipline
Experience in text mining/NLP in a relevant field researching real-world data problems (though not necessarily in finance)
3+ years of experience in data analysis and utilizing statistical modeling techniques (e.g. machine learning, deep learning, or signal processing)
Ability to extract data from varied stores (t-sql, hadoop) and write code for models that can stand up to large datasets (python, spark)
Creative thinker excited by the prospect of ideating and evaluating experiments
Background in time series analysis and interest in time series-related machine learning research
Excited by a high learning curve in the field of financial technology
Excellent written and oral communicator of data-driven findings
Company’s culture:
The company is driven by the mission of shaping the future of investment management. They have an international and multicultural team of creative and open-minded problem solvers.

Combining the best talents from physics, computer science, mathematics, social sciences and finance, the company all together are striving for constant innovation.

For your valuable work, the company offers:
Highly dynamic, innovative, passionate and entrepreneurial team
Open and inclusive company culture
Autonomous and self-managed agile teams
About the company:
The company, backed by leading industry giants, is a developing next generation technology to revolutionize how investment decisions are made. The company offers differentiated, amplified and future-oriented investment intelligence mined from alternative data. Extracting early signals from the vast amount of data, empowering investment professionals with unique investible insight and hence better returns. From hedge fund to asset manager, they help our clients to enhance their investment models and derive information edge from a variety of data sources.

Location: Gurgaon, India

Job Type: Permanent and Full-Tim",5.0,"itForte
5.0",Gurgaon,"New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
29,Data Scientist,"Sentieo is powering the future of financial and corporate research in a $30B market. Our vision is to create a world where competitive organizations have the insights they need to win. Built by former hedge fund analysts, we empower competitive investors and corporations to rapidly discover insights so they can make smarter investments and execute winning strategies. Supporting a global customer base of over 900 clients, we are excited to propel Sentieo into the next phase of our company’s global growth - from advanced, unprecedented product development to accelerated team scaling and expansion. Join our team as we reimagine the future of fintech.

We are looking for a Senior Data Scientist to mine our vast database of 30 Million+ financial documents in order to develop tools that make our users better investors. You will be joining a small(but growing team) where you will have a major voice in deciding which projects to undertake. We'relooking for individuals who are excited about the opportunity to build data science tools that can give investors an edge. NLP + Investing/Quant experience is a major plus.


What you'll do:
-Selecting and engineering features to build and based on mining of our large text and
financials database.
-Prototyping/Testing algorithms to help inform us what to build.
-Training and tuning a variety of machine learning models.
-Data mining using NLP & state-of-the-art methods.
-Enhancing data collection procedures to include information that is relevant for building analytic systems.


What you'll bring:
-Knowledge and hands-on working experience with ML techniques and tools.
-Strong understanding of basic statistics concepts including population, confidence intervals,correlation, significance,probability,distributions, hypothesis testing, etc.
-Strong grounded concepts and application knowledge of ML techniques including
linear/logistic regression,decision trees,classification,clustering,ensembles,text mining to build models.
-Hands-on experience with Python and familiarity with machine learning frameworks.
-Comfortable with data visualization tools like pandas,seaborn and matplotlib.
-Ability to work independently and collaboratively within a team.
Life at Sentieo:
-Join a fun & tight-knit team that values transparency and is serious about building and maintaining a great culture.
-Comprehensive health benefits.
-Flexible vacation & sick policy.
-Daily Breakfast and unlimited snack food.
-Fun team outings (offsites, happy hours, etc.).

EEO

Our company values diversity and believes diverse teams make innovation possible. We work on complex, difficult problems with no linear or clear solutions. We believe that a diverse team can bring different perspectives and approaches, and whose experiences reflect the full set of clients we seek to serve. As such, Sentieo is committed to a diverse representation among our employees.",4.3,"Sentieo
4.3",New Delhi,"San Francisco, CA",51 to 200 employees,2016,Company - Private,Financial Analytics & Research,Finance,₹500 million to ₹1 billion (INR)
30,Data Scientist,"The Data Scientist & Data Warehouse Expert will work on a team of highly motivated data analysts and data scientists responsible for the development, deployment and support of state-of-the-art statistical and predictive models to support a variety of business needs. The Data Scientist & Data Warehouse Expert will have experience in Oracle Business Intelligence Enterprise Edition and will lead initiatives to develop and rollout OBIEE to the ACI organization to deliver a robust set of reporting, ad-hoc queries and analysis, OLAP and dashboard functionality with rich end-user experience that includes visualization, collaborations, analysis, decision making data, alerts and more. The Data Scientist & Data Warehouse Expert is will obtain an understanding of the business domain and relevant metrics (data and what it means) in order to support our business needs. This position requires communication with stakeholders and senior leadership, issue resolution, reporting, analysis and recommendations to forecast and make business decisions. This position will work closely with Operations Leadership to communicate impacts and report on necessary issues or recommendations where there is impact to our business stakeholders.

A day in the life of this position is extremely diverse and can span across a wide variety of functions, from very simple to highly complex. Analysts are expected to manage their daily workload and have a high degree of autonomy. They are expected to respond to incoming work as well as proactively capture opportunities for improvement. Analysts will navigate multiple levels of management within and outside of the Technology Organization.
Bachelor’s Degree in Computer Science, Business Analytics, Mathematics or related field and/or equivalent experience
Strong quantitative/analytical background, 5 years of data analysis experience and data tools including Oracle Business Intelligence Enterprise Edition (OBIEE), SQL, Server Reporting Service, Excel or IBM Cognos
Experience with relational and hierarchical data base structures is preferred.
Background and experience in predictive analytics, trending, and forecasting in Payments Processing industry.
Statistical process control, analysis of variance, predictive modeling, operational research and blending business background context with statistical information experience strongly preferred.
Strategic and creative thinker with an ability to apply advanced analytics approaches to help support and grow business objectives and priorities.
Knowledge of process improvement methodologies and software development methodologies.",3.4,"ACI Worldwide
3.4",Bengaluru,"Naples, FL",1001 to 5000 employees,1975,Company - Public,Computer Hardware & Software,Information Technology,₹100 to ₹500 billion (INR)
31,Data Scientist,"About Mindcurv

We help our customers rethink their digital business, experiences, and technology to navigate the new digital reality. We do this by designing sustainable and accountable solutions for humans living in a digital world. Mindcurv holistically covers the market’s need to digitize business processes and customer experiences and take advantage of the cloud following DevOps and agile principles.

Within Digital Platforms & Experiences we design and fully craft tailored solutions for our customers enabling them to get the most out of their business. We design and build a solid foundation in commerce, marketplace, responsive design, DXP and order management to name a few.

Your Role :
Be part of Big Data and Advanced analytics project team’s in the Data Science domain and as a trusted advisor to the VP of Data Science department on technology, configuration and delivery of projects undertaken by Mindcurv. You need to be hands-on to deliver end to end vis a vis projects undertaken in the Analytics space. Need to have a proven ability to drive business results with your data-based insights. You must be comfortable working with a wide range of stakeholders and functional teams. You should have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

What you will do :
Identify valuable data sources and collection processes
Supervise preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns for insurance industry.
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Collaborate with engineering and product development teams
Hands-on knowledge of implementing various AI algorithms and best-fit scenarios.

Who you are :
4+ years’ experience in Analytics systems/program delivery. At least 2 Big Data or Advanced Analytics project implementation experience
Experience using statistical computer languages (R, Python, SQL, Pyspark, etc.) to manipulate data and draw insights from large data sets; familiarity with Scala, Java or C++
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Hands on experience in Azure/AWS analytics platform (3+ years).
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Strong math skills (e.g. statistics, algebra)
Excellent communication and presentation skills
Deploying data pipelines in production based on Continuous Delivery practices.
Experience using variations of Databricks or similar analytical applications in AWS/Azure
Fluent in English (verbal and written). German/Dutch language familiarity will be a plus
Interpersonal and Team skills should be top notch

Why join Mindcurv?

We believe that the most important aspect of a job is being excited about it, having growth opportunities and working in a team you really like. We’re always on the lookout for people who know their stuff and want to collaborate on tomorrow’s digital solutions. Our workplaces feel good, because they’re filled with good people.

Join a collaborative environment and work with the latest technologies. We’ll grow your career and provide a great workplace with flexible hours.

If you agree with our philosophy and share our values, we are looking forward to meeting you as soon as possible!",4.8,"Mindcurv
4.8",Kochi,"Essen, Germany",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
